Date,BAC,C,GS,JPM
2020-04-16,20.597131729125977,38.04480743408203,170.93264770507812,83.59285736083984
2020-04-17,22.385677337646484,42.67366027832031,177.16015625,91.10692596435547
2020-04-20,21.635643005371094,41.321617126464844,174.17672729492188,87.78541564941406
2020-04-21,20.808677673339844,39.03066635131836,167.81407165527344,85.2392578125
2020-04-22,20.96253204345703,39.65974044799805,169.9092254638672,85.5168228149414
2020-04-23,21.029844284057617,39.86629867553711,169.01132202148438,85.564697265625
2020-04-24,21.327932357788086,40.46720886230469,170.89405822753906,86.82820892333984
2020-04-27,22.56838035583496,43.71585464477539,177.20840454101562,90.57089233398438
2020-04-28,22.97224235534668,44.32614517211914,180.5587158203125,91.21221923828125
2020-04-29,23.82805061340332,47.18983459472656,183.47454833984375,93.67223358154297
2020-04-30,23.1260986328125,45.59368133544922,177.09255981445312,91.662109375
2020-05-01,22.193359375,43.19301223754883,170.99058532714844,89.25950622558594
2020-05-04,22.049123764038086,42.81346130371094,169.95750427246094,88.19701385498047
2020-05-05,21.789493560791016,41.703277587890625,172.14918518066406,88.0630111694336
2020-05-06,21.49140167236328,40.754390716552734,170.8167724609375,86.40703582763672
2020-05-07,21.96257972717285,42.35799789428711,176.030517578125,87.30681610107422
2020-05-08,22.66453742980957,43.952117919921875,178.99459838867188,88.7330551147461
2020-05-11,21.712566375732422,41.817134857177734,176.84152221679688,86.119873046875
2020-05-12,21.029844284057617,40.185062408447266,171.09678649902344,83.3056869506836
2020-05-13,20.068260192871094,38.5245246887207,165.87342834472656,80.43406677246094
2020-05-14,20.875991821289062,39.909889221191406,168.43199157714844,83.77471160888672
2020-05-15,20.616363525390625,39.777042388916016,165.9409942626953,82.22404479980469
2020-05-18,22.049123764038086,43.33534622192383,175.60569763183594,86.57933807373047
2020-05-19,21.356781005859375,42.15873336791992,171.69540405273438,84.87551879882812
2020-05-20,22.02989387512207,43.145572662353516,175.18084716796875,87.42166900634766
2020-05-21,22.020275115966797,42.69959259033203,173.88710021972656,86.31131744384766
2020-05-22,21.789493560791016,41.84560012817383,173.7229461669922,85.64128112792969
2020-05-26,23.34726333618164,45.707542419433594,189.2965087890625,91.71952819824219
2020-05-27,24.981952667236328,49.58845901489258,202.4273681640625,97.03203582763672
2020-05-28,23.904979705810547,46.646934509277344,194.2785186767578,95.58665466308594
